review
ไม่ค่อยชอบฟองน้ำ เพราะเนื้อมันออกมายาก ออกมาน้อย สีโอเค เราผิวสองสี ใช้แล้วหน้าดูสว่างดี กลบรอยได้7/10 แต่มันผ่องๆเพื่อนชมว่าสวย555555
เนื้อเบาดีมากกกกกกกไม่แห้งไม่ขุยไม่แครกไม่เยิ้มเลย สีสว่างพอดีกับผิวมากๆค่ะ ทาแล้วหน้าไบร์ทขึ้นทันที ปกปิดค่อนข้างปานกลางเหมาะกับแต่งวันสบายๆมากๆเพราะมันไม่หนักหน้าเลย ใช้correcter กับconcealer ตามด้วยแป้งไอซิ่งปัดแก้มทาลิปคือจบเลยในวันสบายๆ ออกไปใช้ชีวิตหน้าก็ยังเหมือนเดิมดีมากกกกอวยยศ สิบสิบสิบ
เข้าใจว่าโปร 1 แถม 1 นะคะ แต่แบบสภาพแบบนี้มันก็ไม่ไหวจริงๆ คือเราชอบแบรนด์นี้มาก พอเจอนี้ก็แบบก็แอบเสียความรู้สึก ถ้าแพ็คเกจถลอกเสียหายน้อยกว่านี้หรือว่าผลิตภัณฑ์ไม่ซึมออกมาโอเคเราใช้ได้ไม่มีปัญหาค่ะแต่อันนี้เราคิดว่ามันหนักไป ปรับปรุงการแพ็คสินค้าและตรวจสอบสินค้าด้วยค่ะ
ตัวคอเรคเตอร์เนื้อเบาสีโอเค กลบตาคล้ำได้แต่ไม่100% (อันนี้น่าจะเพราะของเรามันดำมากด้วย) โดยรวมแล้วชอบค่ะ แต่คัวคอนซีลเลอร์แตกเนื้อครีมทะลักออกมาน่าจะเกินครึ่งแล้ว ตอนสั่งก็ทราบว่าเป็นโปรแพ็คเกจที่ไม่ได้มาตรฐานพอ ดูจากที่ชี้แจงและรีวิวจากท่านอื่นก็รับได้เพราะอยากลองด้วย แต่อันนี้เกินจากที่แจังไว้มากค่ะ
ใช้แล้วเนื้อคอนซีลเลอร์ไม่ติดหน้าเลย ลงคุชชั่นไปแล้วลงคอนซีลเลอร์ตาม แต่เนื้อคอนซีลเลอร์ไม่ติดหน้าเลย แถมเอาคุชชั่นติดแปรงไปด้วย แล้วหัวฟองน้ำ กินเนื้อคอนซีลเลอร์หมดเลย ลงเหมือนไม่ได้ลง เป็นโปร 1แถม1 แต่จริงๆมันก็เงิน แต่ใช้ไม่ได้เลย
"ได้รับสินค้าครบทุกชิ้น สทบูรณ์ทุกชิ้นเรียบร้อยแล้ว ขนส่งดีมากค่ะ เนื้อดี ไม่เหลว มีความหนืดอยู่ตัว สี 00เนื้อออกสีชมพู แต่01 ออกสีเหลือง แต่พอทาแล้วสีออกมาใกล้เคียงกัน การใช้งานที่ราบรื่น, ผสมง่าย, การปกปิดที่สามารถสร้างได้"
ได้รับสินค้าเรียบร้อยจ้า ได้ทดลอง ใช้แล้ว เนื้อบางเบาดี เบอร์3 เหมาะกับการทำเฉดดิ้งมาก สี ดีงาม ไม่ เข้ม ไม่อ่อนเกินไป เฉดแบบเบาๆธรรมชาติ ไม่พุ่งเกินไป เนื้อ เกลี่ย ง่าย ใช้กับหัวฟองน้ำใรแท่งจะทำให้ปิดเนียนขึ้น
ตอนแรกซื้อแบบซองสี01มาใช้ รู้สึกว่าเข้ากับสีผิวโอเครเลยค่ะ เลยสั่งแบบแท่งมา รู้สึกว่าสีแอบติดเหลืองกว่าแบบซองไปหน่อย ซองจะขาวกว่า แต่ก็ยังโอเครอยู่พอลงบนหน้า
ได้รับสินค้าแล้วค่ะ เนื้อบางเบา แต่ใครจะนำไปใช่ปกปิด เราว่าไม่ช่วยอะไร แต่ไม่แพ้นะเกลี่ยง่าย
สินค้าตกqcอย่าคาดหวังเยอะ สินค้าตกqcอย่าคาดหวังเยอะ สินค้าตกqcอย่าคาดหวังเยอะ สินค้าตกqcอย่าคาดหวังเยอะ
ได้รับสินค้า ครบ เรียบร้อยตามที่สั่ง สินค้าจัดส่งไว ราคาดี คุณภาพโอเค เกลี่ยง่าย ไม่เป็นคราบ ปกปิดประมาณนึง เนื้อเหลวนิดๆ ไม่ตกร่อง มีฟองน้ำนุ่มๆไว้แท๊ปลงผิวให้ด้วย
1แถม 1 มาส่งไวไม่คิดไรมากซื้อเลย55555 ตัวนี้รู้สึกเน้นเบาสบายเกลี่ยง่ายแห้งไวกระจายแสงมากกว่าคอนซีลเลอร์ที่เคยใช้ ชอบ หัวแปรงนะ แต่ฝาคิดว่าออกแบบมาลึกเกินกว่าจะดึงออกได้มันเลอะทะลักเหมือนที่คนอื่นเป็นกัน ชอบเบอร์2ค่ะ เบอร์รรู้สึกขาวไป
เข้าใจว่าสินค้ามีตำหนิ แต่ก็ไม่คิดว่าจะแตกขนาดนี้ ตอนแกะออกมาหกเลอะเทอะเลย คอลซีลเลอร์หกเลอะออกมาเยอะมากกกกก ผิดหวังมาก เสียดายของ
ตอนซื้อสินค้าทราบดีค่ะว่าแพคเกจมีปัญหาแบบมีรอยร้าวตรงหลอด และได้เห็นรูปตัวอย่างสินค้าที่มีปัญหาแล้ว แต่ตอนได้สินค้ามา ตัวแพคเกจมีปัญหามากกว่ารูปที่แนบมา ตรงขวดมีรอยร้าวจริง แต่มันร้าวแบบแยกออกจากกันทำได้ตอนใช้งานเนื้อคอลซิลเลอร์มันดันออกมาด้านข้างทางรอยแตก ทางแบร์นไม่เทคแอคชั่นอะไรทั้งที่แจ้งแล้ว
สำหรับเรามันแทบไม่กลบได้เลยกลมได้นิดเดียวมากๆ ขนาดเกลี่ยให้น้อยที่สุดแล้วสีหายหมดไม่ค่อยติดผิวเลย
