review
เนื้อลิปดีมาก เม็ดสีแน่น ชอบความมีสีให้เลือกเยอะมากก และชอบการรีวิว สวอทสีให้ดูบนปากของนางแบบหลากหลายสีผิว และบนปากคล้ำ ส่วนเนื้อลิปดีมาก เม็ดสีแน่น กลิ่นหอม มีแค่ตัวแพคเกจที่ซึมออกมา ซึ่งจะรอของใหม่น้า ชอบ formula มากๆ อย่าเปลี่ยนนะคะ เปลี่ยนแค่แพคเกจจิ้งพอ เพราะเนื้อลิปดีมากกกกกก
2แท่นแบน หัวแปรงเรียว ดีมากก สีสวยมาก ปากฉ่ำมากก ไม่ลอกไม่ขุยไม่แห้ง ฉ่ำนาน ใช้แทนลิปมันไปแล้วว เริ่ดๆๆ ชอบมากๆ ได้มาโคตรคุ้ม มีกันแดดแถมด้วย สีลิปคือสวยมากกก น่ารักๆๆ ทาตัวเดียวจบ ปึ้ง เยี่ยมๆๆ
เคมีหน่อยๆ มันฉุนๆหน่อย เฉยๆ ฉ่ำวาวแต่ไม่ชุ่มชื่น เวลาผ่านไปก็แห้งไปกับปาก แต่ติดทนอยู่ ฉ่ำวาว ได้ลองเทสสี สีสวยดี ลองทาที่ปากมันฉ่ำวาวแต่ไม่ชุ่มชื่น หนืดๆหน่อย ไม่ค่อยสบายปาก เวลาผ่านไปก็แห้งไปกับปากแต่สีติดทน ตอนออเดอร์ เรากด1แถม1ไป เราอยากยกเลิกแล้วเลือกสีใหม่แต่ทางแอดมินไม่กดยอมรับให้ ส่งของให้เลย เราก็นอยๆ เพราะอยากเปลี่ยนสีรู้สึกชอบสีชมพูม่วงๆ แต่อีกสีมันดูแดงออกส้มๆ เลยอยากเปลี่ยน เพราะตอนแรกดูในรูปคิดว่าน่าจะออกแดงๆพอรับได้ แต่ดูไปดูมากลัวไม่ชอบ กลัวออกส้มเลยอยากยกเลิกเปลี่ยนสีแต่ร้านไม่กดยอมรับ พอมาถึงก็ลอง เป็นอย่างที่คิดจริงๆ มันสีแอปเปิ้ลจริงมันแดงติดส้มซึ่งไม่ชอบ เราชอบสีที่ออกม่วงๆ อันนั้นสีสวยเลย เราลองทา วันต่อมา มีตุ่มที่ปาก ไปหาเภสัชซื้อยา เขาบอกเราแพ้ลิป มันก็มีแค่ตัวนี้ที่เราซื้อมาใหม่ ปกติใช้ลิปอันอื่นไม่เคยแพ้เลย แล้วเราก็ทำลิปตก ไม่ได้ตั้งใจทำตก แต่มันแตก ตกใจมาก งงด้วย ปกติลิปอันอื่นยี่ห้ออื่นๆไม่เคยแตกเลย เราไม่ได้คิดว่าจะแตกและะไม่ได้ตั้งใจทำตก แอบเสียดาย ทุกอย่างเลย นอยไม่ประทับใจโดยรวมๆ ลองทักแอดมินไป แอดมินบอกไม่ได้รับเคลม ที่ลูกค้าทำตก แต่เข้าใจ แต่มันนอยตั้งแต่สั่งซื้อ คุณภาพ แพ็คเกจ แล้วอะ ราคาก็ไม่ได้ถูก ลิปที่ราคาถูกกว่านี้ ยังทำให้พอใจได้กว่านี้ คงซื้อครั้งแรกและครั้งสุดท้าย
แพ้คเก้จก้องมากกก ลิปไหลเลอะกระเป๋าไปหมด ขนาดวางไว้ในห้องแอร์ต้องหาซองมาใส่ลิปยังไหลเลอะพกไปเติมไม่ได้ค่ะ ใส่กระเป๋าแล้วเลอะไปหมด เซ้งมากกก แต่ชอบสีชอบเนื้อนะ แต่เจอแบบนี้ไม่ไหวไหลตั้งแต่เปิดกล่องมาเลย ร้านจะให้ส่งคืนแต่คือมันก้เสียเวลาลูกค้าไง แต่คงไม่ซื้อละนอย เสียความรู้สึก สุดท้ายก้เลยทิ้งค่ะจบ
ได้รับของมาลิปมีจุด ๆ แปลก ๆ เต็มเลย เหมือนในรูปแต่หนักกว่านี้มาก เราคิดว่าอาจจะต้องคนให้เข้ากัน เลยคนไปนิดนึง เพื่อนบอกว่าถ่ายรูปไว้ก่อน เราถ่ายไว้แล้วลองคนอีกรอบ พอลองทาดูลิปตกร่องในปากเป็นคราบเส้น ๆ เราเลยลองของเพื่อน เพื่อนสั่งมาเหมือนกันแต่เป็นอีกสี ก็ไม่ตกร่อง เนื้อไม่เหนียวเท่าของเราด้วย ทักไปถามแบรนด์ก่อนเพราะยังไม่อยากให้คะแนนน้อย ๆ ไปเลย ทางแบรนด์ตอบว่าเป็นปกติของลิปที่มีส่วนผสมเป็น oil ให้ใช้แปรงคน ๆ แล้วใช้ได้ปกติ เราเลยตอบไปว่าเราคนแล้ว มันได้แค่นี้ จริง ๆ มันหนักกว่านี้ด้วย แบรนด์ก็ตอบกลับมาเหมือนเดิม อย่างกับก็อปวาง ตอนแรกหวังว่าแบรนด์จะเปลี่ยนให้ เพราะเราไม่สบายใจจริง ๆ เราสั่งลิปมาพร้อมกับบลัช บลัชมีจุด ๆ ที่หน้าบลัชเหมือนกัน แต่พอปาดมาใช้มันปกติ เราก็โอเคใช้ได้ แต่ลิปมันไม่เหมือนกัน เลยอยากเปลี่ยน แต่ตอนนี้ไม่ได้หวังอะไรจากแบรนด์แล้วค่ะ ก็พอแค่นี้แหละ เสียความรู้สึกไปแล้ว เราเปิดใจกลับมาใช้แบรนด์ไทยอีกครั้งเพราะแบรนด์นี้ แล้วก็ผิดหวัง เสียใจจริง ๆ
ลองซื้อลิปกลอสตัวนี้มาใช้ คือดีเกินคาด ปากดูฉ่ำสวยแต่ไม่เหนียวเหนอะเลย สีคือโคตรน่ารัก ทาเดี่ยว ๆ ก็รอด ทาทับลิปก็ยิ่งปัง พกติดกระเป๋าตลอดเลยตอนนี้ ใช้จริงปลื้มจริง สีเบอร์12ออกแดงอมม่วงสวยสุดๆ
"🎨ความหลากหลายของสี：มีสีเยอะหลากหลายดี สีน้ำตาลเข้มหน่อย แต่ยังมีความโปร่งของสี 💧ผลการให้ความชุ่มชื้น：วาวมาก ชุ่มชื้น ไม่เหนียวเกินไป ⏳ติดทนนาน：เหมือนกลอสมีสีหน่อยๆ ไม่ทนมาก แต่ชอบนะ เหมาะสำหรับการสวมใส่ทุกวัน, สีสันสดใสและทันสมัย"
สี 10 สวยนะ สีปากฟีลลูกคุณ ชมพูน่ารักดี แต่คนปากคล้ำต้องทาทับหลายรอบหน่อยค่ะ ส่วนตัวที่ใช้ลิปกลอสมา แบรนด์นี้คือเหนียวสุด😅
"มีสีสันสดใส, สีสวย07สีมันเหมือนจะแดงแต่มีความออกส้มๆนิดเดียวอันนี้นิดเดียวจริงสีส้มสำหรับเรานะ มันเป็นลิปฟิวลิปกลอสระหว่างวันมันก็ไม่ติดปากอยู่แล้วอันนี้ต้องเติมระหว่างวัน ของเรามันแบบซึมมันอาจจะเป็นส่วนน้อยของคนอื่นไม่รู้เป็นไงแต่รอทางแบรนด์ปรับปรุง"
มันเหนียว ทาแล้วไม่สวยเท่าที่คิดค่ะ เท็กเจอร์แปลกนิดหน่อย จะกลอสก็ไม่วาวขนาดนั้น แล้วก็ไม่ได้ติดทนด้วย
