review
จัดส่งมาไวเลยค่ะ ประทับใจมาก พึ่งลองแบรนด์นี้ครั้งแรก แบรนด์ไทยคุณภาพจริงๆค่ะ หมดแล้วมีซ้ำแน่นอน แก้ไขเพิ่มเติม เราว่าตัวนี้ดรอปนะคะ ลองทิ้งไว้1ชมจากตอนแรกที่ลงจะผ่องสวยเลยจะกลายเป็นพอดีผิวค่ะ ใครอยากได้ผิวไบร์ทผ่องทั้งวันลองกดเบอร์สูงกว่าผิวดูนะคะ ขอตินิดหน่อยตรงที่ตัวตลับจะมีตำหนิเป็นรอยสีเปื้อน(เช็ดไม่ออก) ข้างในตลับตรงที่วางพัพมีขนขุยๆดำๆกับเส้นอะไรสักอย่างเล็กๆติดอยู่ทั้งๆที่พึ่งแกะเปิดใหม่ แต่อันนี้เช็ดออกไปแล้วค่ะ อยากให้ดูเรื่องนี้เพิ่มนิดนึงนะคะ รวมๆโอเคเลยค่ะ💖
รู้สึกแต่งหน้าสนุกขึ้นเลยค่ะ5555 02สีพอดีกับหน้าเรามากกกก ตอนแรกจะกด01 แต่น้องหมด เลยลอง02 ตอนแรกคิดว่าจะคล้ำกว่าหน้า แต่สรุปสีเท่าหน้าเลยย สต.ชอบมากก เพราะปกติที่บ้านมีแต่สีสว่างกว่าหน้า อยากมีสีเท่าหน้าสักครั้งง เรื่องความติดทนเรายังไม่ได้ลอง ไว้จะมารีวิวอีกรอบนะคะ (ประทับใจแพคเกจมาก สวยสุดๆๆๆ)
คุชชั่นบางเบา ไม่หนักหน้า แต่เป็นคราบง่ายมาก ทา7 โมง ประมาณ10โมงก็เริ่ม หยาเป็นคราบ โดยที่วันนั้นไม่ได้ทาครีมเนื้อหนักหรือกันแดดที่เป็นคราบง่ายไปด้วย
หน้าแห้งไม่รอดสุดๆ คือเข้าใจว่าเป็น semi matte แต่ไปเห็นคลิปนึงที่บอกคนหน้ามันมากๆอาจจะต้องเซ็ทให้แมทเพิ่มเลยคิดว่าคงไม่แมทเกิน คงจะพอฉ่ำนิดๆ แต่มันโคตรจะแมท โคตรจะหน้าแห้ง โดนตกด้วยแพคเกจจิ้งเอยอะไรเอย เสียดายมาก อยากกดคืนสินค้าแต่ใช้ไปแล้วแงง😭
ร้านค้าจัดส่งสินค้ารวดเร็วค่ะ เนื้อคุชชั่นค่อนข้างเยอะ ตอนแกะเหมือนจะเลอะเล็กน้อย ปกติเป็นคนรูขุมขนกว้าง และมีรอยสิว ปกปิดได้ระดับนึง แต่ไม่เบลอรูขุมขนเท่าไหร่
ผิวผสมค่อนมันบริเวณ T โซนใช้งานได้หลากหลาย ใช้คู่กับสปาตุล่าะได้งานผิว ใช้กับพัฟ คุชชั่นได้งานปกปิดดี พัฟคุชชั่นไม่กินเนื้อคุชชั่น คุชชั่นดีออกแนวแมทไปกับผิวเบลอรูขุมขนดี ติดทนค่อนข้างดี ยิ่งใช่ร่วมกับไพร์เมอร์ และสเปรย์ล้อคเมคอัพยิ่งติดทน ไม่เป็นคราบ
ร้านแพ็กของมาดี ตัวสินค้าดูดีไม่ก๊องแก้งอะ คือดืองามสุดๆเรื่องสีคือพอดีกับหน้าเลย ติดเหลืองนิดนึงแต่ไม่แย่ ตอนสวอชที่แขนคือดูเหลืองมาก กลัวอยู่ว่าจะเหลืองไปมั้ยแต่ลองทาบนหน้าแล้วพอดีผิวเลย การปกปิดคือใช้ได้เลยอะ ตอนนี้มีสิว รอยสิวอยู่ปิดได้เกือบหมดอะ ปกติไม่ค่อยใช้คุชชั่น แต่ของ kage ต้องตำ
ส่งเร็ว package ดุดีมีราคา พัฟไม่กินรองพื้น แต่ๆๆๆ รองพื้นตก ร่องมาก ไม่เคยใช้คุชชั่นแล้วรูขุมขนชัดขนาดนี้มาก่อน หน้าลอยมาก ผิดหวังสุดๆ
สำหรับเราสีไม่ค่อยดรอปแต่โคตรหลุดเลยระหว่างวัน เป็นคราบตรงใต้ตาหนักมาก แต่สีสวย รู้สึกราคามันโหดเกินไม่ค่อยคุ้มเอาไปซื้อตัวอื่น ดีกว่า คือควรพัฒนาสูตรให้ดีกว่านี้ก่อนแล้ว ค่อยเอามาขาย ยกเว้น Package กับพัฟถือว่าเลิศเลยล่ะ
ตบแล้วบางเบาและแอบไม่ติดผิว(บางส่วนบนหน้า) เนื้อคุชชั่น ค่อนข้างแห้งไว สำหรับเราค่อนข้างหยือ และเป็นคราบ (เริ่มแต่งหน้า 9.30-18.30น. ใช้สกินแคร์เหมือนเดิมทุกอย่างกับตอนใช้คุชชั่นตัวอื่นๆ) แอบผิดหวังกับราคาขนาดนี้ เสียดายมากๆเพราะชอบสีคุชชั่นกับแพคเกจ
